Bol Number,Arrival Date,Company Name,Supplier Name,Product Description,Port Of Entry,Shipping Port,Supplier Country,Weight
DSVF1751070040,29.08.21,Ti Group,Ti Poland Sp Z O O,Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,2746.0
DSVF1751100029,29.08.21,Ti Group,Tdk Sensors Ag & Co,Automotive,"Charleston, Sc",Stadersand,Germany,185.0
DSVF1751100020,29.08.21,Ti Group,Tdk Epc Ag & Co,Automotive,"Charleston, Sc",Stadersand,Germany,218.0
DSVF1751080011,29.08.21,Ti Group,Tdk Epc Ag & Co,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,184.0
DSVF1751100024,29.08.21,Ti Group,Ti Automotive Fuldabrueck Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,122.0
DSVF1751100021,29.08.21,Ti Group,Ti Automotive Ab,Automotive,"Charleston, Sc",Stadersand,Germany,488.0
DSVF1751070055,29.08.21,Ti Group,Ti Automotive Ab,Automtive,"Charleston, Sc",Stadersand,Germany,482.0
DSVF1751070043,29.08.21,Ti Group,Ti Automotive,Automotive Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1922.0
DSVF1751080001,29.08.21,Ti Group,Ti Automotive,Automotive Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,3637.0
DSVF1751080004,29.08.21,Ti Group,Seeberger Gmbh & Co,Automotive,"Charleston, Sc",Stadersand,Germany,40.0
DSVF1751080002,29.08.21,Ti Group,Moulages Industriels Du Haut Bugey,Automotive,"Charleston, Sc",Stadersand,Germany,458.0
DSVF1751080008,29.08.21,Ti Group,Willi Hahn Gmbh Sasbachwaldener,Automotive,"Charleston, Sc",Stadersand,Germany,535.0
DSVF1751070049,29.08.21,Ti Group,Sauter Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,565.0
DSVF1751070044,29.08.21,Ti Group,Tdk Epc Ag & Co,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,277.0
DSVF1751070026,29.08.21,Ti Group,Ti Group,Automotive,"Charleston, Sc",Stadersand,Germany,934.0
DSVF1751100019,29.08.21,Ti Group,Ti Automotive System Germany Gmbh W,Automotive,"Charleston, Sc",Stadersand,Germany,320.0
DSVF1751070054,29.08.21,Ti Group,Ti Automotive Systems Germany Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,95.0
DSVF1751100018,29.08.21,Ti Group,Paul Bippus Gmbh & Co,Automotive,"Charleston, Sc",Stadersand,Germany,619.0
DSVF1751070047,29.08.21,Ti Group,Ti Poland Sp Z O O,Automotive,"Charleston, Sc",Stadersand,Germany,25.0
DSVF1751080003,29.08.21,Ti Group,Ti Poland Sp Z O O,Automotive,"Charleston, Sc",Stadersand,Germany,48.0
DSVF1751070048,29.08.21,Ti Group,Cohline Gmbh,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,552.0
DSVFTY78000161,25.08.21,Ti Group,Ti Automotive Japan Limited,Armature Ass,"Los Angeles, Ca",Tokyo,Japan,2275.0
DMALBUHA03394,20.08.21,Ti Group,Vitesco Technologies Romania Srl,Fuel Supply Units,"Miami, Fl",Gioia Tauro,Norway,1968.0
DSVFTY78000167,17.08.21,Ti Group,Ti Automotive Japan Limited,Auto,"Los Angeles, Ca",Tokyo,Japan,2419.0
DSVF1751070041,16.08.21,Ti Group,Ti Automotive Fuldabruck Gm,Automotive,"Charleston, Sc",Stadersand,Germany,140.0
DSVF1751070037,16.08.21,Ti Group,Ti Automotive,Automotive Automotive Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,3593.0
DSVF1751070039,16.08.21,Ti Group,Paul Bippus Gmbh & Co,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,599.0
DSVF1751070030,16.08.21,Ti Group,Paul Bippus Gmbh & Co,Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,592.0
DSVF1751070010,16.08.21,Ti Group,Vitesco Technologies Gmbh,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,324.0
DSVF1751070031,16.08.21,Ti Group,Muschert & Gierse,Automotive,"Charleston, Sc",Stadersand,Germany,468.0
DSVF1751070042,16.08.21,Ti Group,Muschert & Gierse,Automotive,"Charleston, Sc",Stadersand,Germany,355.0
DSVF1751070035,16.08.21,Ti Group,Vitesco Technologies Gmbh,Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1131.0
DSVF1751070034,16.08.21,Ti Group,Vitesco Technologies Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,538.0
DMALBUHA03384,16.08.21,Ti Group,Vitesco Technologies Romania Srl,Fuel Supply Units,"Miami, Fl",Gioia Tauro,Norway,4892.0
DSVF1751070033,16.08.21,Ti Group,Ti Poland Sp Z O O,Automotive,"Charleston, Sc",Stadersand,Germany,50.0
DSVF1751070036,16.08.21,Ti Group,Ti Poland Sp Z O O,Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,2424.0
DSVF1751070025,16.08.21,Ti Group,Ti Automotive,Automotive Automotive Automotive Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,2236.0
DSVF1751070028,16.08.21,Ti Group,Tdk Sensors Ag & Co,Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,304.0
DSVF1751070019,16.08.21,Ti Group,Vallotech Sa,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,366.0
DSVF1751070032,16.08.21,Ti Group,Ti Poland Sp Z O O,Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,2137.0
DSVF1751070038,16.08.21,Ti Group,Vitesco Technologies Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,404.0
DSVF1751070027,16.08.21,Ti Group,Eska Automotive Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,376.0
DSVF1751070029,16.08.21,Ti Group,Vallotech Sa,Automotive,"Charleston, Sc",Stadersand,Germany,272.0
DSVF1751070002,16.08.21,Ti Group,Bantboru Sanayi Ve Ticaret A S,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,150.0
DSVF1751070021,16.08.21,Ti Group,Moulages Industriels Du Haut Bugey,Automotive,"Charleston, Sc",Stadersand,Germany,337.0
ASCLABSMCA210716,13.08.21,Ti Group,Ti Automotive Ltd,Plastic Tube,"Houston, Tx",Pusan,Republic Of Korea,3032.0
HLCUME3210757381,13.08.21,Ford Espa A Sl,Ti Group,Autoparts,"Houston, Tx",Tampico,Mexico,3558.0
ASCLABSMCA210714,13.08.21,Ti Group,Ti Automotive Ltd,Cold Drawn Cold Rolled Cold Reduced,"Houston, Tx",Pusan,Republic Of Korea,9090.0
HLCUME3210782416,13.08.21,Ford Espa A Sl,Ti Group,Autoparts Alcald Benito Rez Ciudad Xico Xico,"Houston, Tx",Tampico,Mexico,4025.0
CHSLSEL2107150,11.08.21,Ti Group,Dong Il Technology Ltd,Noise Rfi Filter,"Long Beach, Ca",Pusan,Republic Of Korea,576.0
NEDFNGOBAZ50142,11.08.21,Ti Group,Nippon Stud Welding Co Ltd,Fittings Furniture Coachwork Plastics,"Tacoma, Wa",Tokyo,Japan,607.0
HLCUME3210739490,08.08.21,Ford Espa A Sl,Ti Group,Autoparts,"Houston, Tx",Tampico,Mexico,3533.0
DSVF1751070006,07.08.21,Ti Group,Cohline Gmbh,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,613.0
DSVF1751060048,07.08.21,Ti Group,Ti Group,Automotive,"Charleston, Sc",Stadersand,Germany,467.0
ASCLABSMCA210707,07.08.21,Ti Group,Ti Automotive Ltd,Plastic Tube,"Houston, Tx",Pusan,Republic Of Korea,5409.0
DSVF1751070007,07.08.21,Ti Group,Ti Automotive,Automotive Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1388.0
DSVF1751070022,07.08.21,Ti Group,Eska Automotive Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,112.0
DSVF1751070003,07.08.21,Ti Group,Eska Automotive Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,194.0
DSVF1751070013,07.08.21,Ti Group,Ti Automotive Systems Germany Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,75.0
DSVF1751070001,07.08.21,Ti Group,Ti Group,Automotive,"Charleston, Sc",Stadersand,Germany,934.0
DMALBUHA03300,07.08.21,Ti Group,Vitesco Technologies Romania Srl,Fuel Supply Units,"Miami, Fl",Gioia Tauro,Norway,11080.0
DSVF1751070004,07.08.21,Ti Group,Tdk Sensors Ag & Co,Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,303.0
DSVF1751070015,07.08.21,Ti Group,Paul Bippus Gmbh & Co,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,730.0
DSVF1751070005,07.08.21,Ti Group,Ti Automotive Ab,Automotive,"Charleston, Sc",Stadersand,Germany,482.0
DSVF1751070020,07.08.21,Ti Group,Ti Automotive,Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,3959.0
DSVF1751070014,07.08.21,Ti Group,Tdk Sensors Ag & Co,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,318.0
DSVF1751070011,07.08.21,Ti Group,Sauter Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,221.0
DMALBUHA03302,07.08.21,Ti Group,Vitesco Technologies Romania Srl,Fuel Supply Units,"Miami, Fl",Gioia Tauro,Norway,1980.0
DSVF1751070012,07.08.21,Ti Group,Ti Automotive,Automotive Automotive Automotive Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1981.0
DSVF1751070016,07.08.21,Ti Group,Cohline Gmbh,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,606.0
DSVF1751070018,07.08.21,Ti Group,Paul Bippus Gmbh & Co,Automotive,"Charleston, Sc",Stadersand,Germany,174.0
DSVF1751070009,07.08.21,Ti Group,Ti Poland Sp Z O O,Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,2466.0
DSVF1751070024,07.08.21,Ti Group,Ti Automotive Systems Germany Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,76.0
DSVF1751070017,07.08.21,Ti Group,Ti Poland Sp Z O O,Automotive,"Charleston, Sc",Stadersand,Germany,24.0
DSVF1751070023,07.08.21,Ti Group,Vitesco Technologies Gmbh,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,808.0
DMALBUHA03306,07.08.21,Ti Group,Vitesco Technologies Romania Srl,Fuel Supply Units,"Miami, Fl",Gioia Tauro,Norway,4966.0
DMALBUHA03342,05.08.21,Ti Group,Vitesco Technologies Romania Srl,Fuel Supply Units,"Miami, Fl",Sines,Portugal,5298.0
DSVFTY78000144,02.08.21,Ti Group,Ti Automotive Japan Limited,Pump Ass,"Los Angeles, Ca",Tokyo,Japan,2638.0
DSVFTY78000145,02.08.21,Ti Group,Ti Automotive Japan Limited,Armature Assy,"Los Angeles, Ca",Tokyo,Japan,2030.0
MXPD2107US00202,02.08.21,Ti Group,Hanil Tube Corp,Vacuum Tube Motor Vehicles,"Long Beach, Ca",Pusan,Republic Of Korea,557.0
CHSL360567444BKK,02.08.21,Ti Group,Bridgestone Ncr Co Ltd,Pallet Air Conditioning Hose,"Los Angeles, Ca",Laem Chabang,Thailand,1791.0
ASCLABSMCA210702,01.08.21,Ti Group,Ti Automotive Ltd,Plastic Tube,"Houston, Tx",Pusan,Republic Of Korea,4405.0
HLCUME3210719381,31.07.21,Ford Espa A Sl,Ti Group,Autoparts,"Houston, Tx",Tampico,Mexico,3606.0
ASCLABSMCA210619,29.07.21,Ti Group,Ti Automotive Ltd,Cold Drawn Cold Rolled Cold Reduced,"Houston, Tx",Pusan,Republic Of Korea,9090.0
DSVF1751060041,28.07.21,Ti Group,Ti Automotive,Automotive Automotive Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,2509.0
DSVF1751060044,28.07.21,Ti Group,Ti Automotive Systems Germany Gmbh,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,235.0
DSVF1751060045,28.07.21,Ti Group,Vitesco Technologies Gmbh,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1400.0
DSVF1751060047,28.07.21,Ti Group,Sauter Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,529.0
DSVF1751060046,28.07.21,Ti Group,Tdk Sensors Ag & Co,Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,211.0
DSVF1751060049,28.07.21,Ti Group,Paul Bippus Gmbh & Co,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,490.0
DSVF1751060043,28.07.21,Ti Group,Lisi Automotive,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1005.0
DSVF1751070008,28.07.21,Ti Group,Lisi Automotive,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1680.0
DSVF1751060040,28.07.21,Ti Group,Vitesco Technologies Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,166.0
ASCLABSMCA210626,26.07.21,Ti Group,Ti Automotive Ltd,Fittings Plastics,"Houston, Tx",Pusan,Republic Of Korea,3625.0
CHSL361988265BKK,26.07.21,Ti Group,Bridgestone Ncr Co Ltd,Air Conditioning Hose,"Long Beach, Ca",Laem Chabang,Thailand,2144.0
DSVFSEL0240339,25.07.21,Ti Group,Daewha Fuel Pump Ind Ltd,Fuel Pump,"Long Beach, Ca",Pusan,Republic Of Korea,829.0
NEDFNGOBAJ53253,24.07.21,Ti Group,Nippon Stud Welding Co Ltd,Fittings Furniture Coachwork Plastic,"Tacoma, Wa",Tokyo,Japan,606.0
DSVF1751060034,22.07.21,Ti Group,Vitesco Technologies Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,1076.0
DSVF1751060038,22.07.21,Ti Group,Tr Holland Bv,Automotive,"Charleston, Sc",Stadersand,Germany,305.0
DSVF1751060031,22.07.21,Ti Group,Ti Automotive,Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,2511.0
DSVF1751060039,22.07.21,Ti Group,Paul Bippus Gmbh & Co,Automotive,"Charleston, Sc",Stadersand,Germany,71.0
DSVF1751060036,22.07.21,Ti Group,Vallotech Sa,Automotive,"Charleston, Sc",Stadersand,Germany,448.0
DSVF1751060037,22.07.21,Ti Group,Lisi Automotive,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,676.0
DSVF1751060033,22.07.21,Ti Group,Ti Poland Sp Z O O,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1815.0
DSVF1751060042,22.07.21,Ti Group,Ti Poland Sp Z O O,Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,2248.0
DSVF1751060035,22.07.21,Ti Group,Tdk Sensors Ag & Co,Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,191.0
ASCLABSMCA210616,19.07.21,Ti Group,Ti Automotive Ltd,Plastic Tube,"Houston, Tx",Pusan,Republic Of Korea,4799.0
DSVFTY78000143,18.07.21,Ti Group,Ti Automotive Japan Limited,Armature Ass,"Los Angeles, Ca",Tokyo,Japan,1695.0
HLCUME3210663780,17.07.21,Ford Espa A Sl,Ti Group,Autoparts,"Houston, Tx",Tampico,Mexico,3472.0
CHSL358423566BKK,15.07.21,Ti Group,Bridgestone Ncr Co Ltd,Pallet Air Conditioning Hose,"Los Angeles, Ca",Laem Chabang,Thailand,2144.0
HLCUME3LG03809AA,15.07.21,Bmw Ag Petuelring,Ti Group,Level Sensor Assembly Level Sensor Assembly,"Houston, Tx",Tampico,Mexico,1852.0
DSVF1751060026,14.07.21,Ti Group,Paul Bippus Gmbh & Co,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,795.0
DSVF1751060021,14.07.21,Ti Group,Ti Automotive,Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,4253.0
DSVF1751060028,14.07.21,Ti Group,Tdk Sensors Ag & Co,Automotive,"Charleston, Sc",Stadersand,Germany,48.0
DSVF1751060017,14.07.21,Ti Group,Vallotech Sa,Automotive,"Charleston, Sc",Stadersand,Germany,493.0
DSVF1751060032,14.07.21,Ti Group,Eska Automotive Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,112.0
DSVF1751060022,14.07.21,Ti Group,Lisi Automotive,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1005.0
DSVF1751060024,14.07.21,Ti Group,Cohline Gmbh,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,570.0
DSVF1751060025,14.07.21,Ti Group,Ti Automotive Fuldabruck Gm,Automotive,"Charleston, Sc",Stadersand,Germany,142.0
DSVF1751060030,14.07.21,Ti Group,Ti Automotive Systems Germany Gmbh,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,233.0
DSVF1751060020,14.07.21,Ti Group,Tdk Sensors Ag & Co,Automotive,"Charleston, Sc",Stadersand,Germany,65.0
DSVF1751060029,14.07.21,Ti Group,Paul Bippus Gmbh & Co,Automotive,"Charleston, Sc",Stadersand,Germany,374.0
DSVF1751060027,14.07.21,Ti Group,Vitesco Technologies Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,942.0
DSVF1751060023,14.07.21,Ti Group,Ti Poland Sp Z O O,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,3468.0
DSVFBC80000703,10.07.21,Mcallen 6C4,Ti Group,Auto,"Houston, Tx",Barcelona,Spain,5610.0
DSVFTY78000134,10.07.21,Ti Group,Ti Automotive Japan Limited,Auto,"Los Angeles, Ca",Tokyo,Japan,3161.0
ASCLABSMCA210610,09.07.21,Ti Group,Ti Automotive Ltd,Plastic Tube,"Houston, Tx",Pusan,Republic Of Korea,7266.0
ASCLABSMCA210609,09.07.21,Ti Group,Ti Automotive Ltd,Plastic Tube,"Houston, Tx",Pusan,Republic Of Korea,4929.0
UEUR7158969807,07.07.21,Ti Group,Kovoplast Vyrobni Druzstvo,Aaf Double Clip Clip Line Abf Adapter Tube Acf Fill Neckinsert Assembly Kpze Abf Fill Neck Assy Jetta,"Charleston, Sc",Bremerhaven,Germany,2000.0
DSVF1751060009,04.07.21,Ti Group,Eska Automotive Gmbh,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,140.0
DSVF1751060018,04.07.21,Ti Group,Eska Automotive Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,112.0
DSVF1751060015,04.07.21,Ti Group,Ti Automotive Fuldabruck Gm,Automotive,"Charleston, Sc",Stadersand,Germany,127.0
DSVF1751060005,04.07.21,Ti Group,Ti Automotive,Automotive Automotive Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1950.0
DSVF1751060019,04.07.21,Ti Group,Tdk Sensors Ag & Co,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,114.0
DSVF1751060008,04.07.21,Ti Group,Bantboru Sanayi Ve Ticaret A S,Automotive,"Charleston, Sc",Stadersand,Germany,76.0
DSVF1751060011,04.07.21,Ti Group,Lisi Automotive,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,676.0
DSVF1751060013,04.07.21,Ti Group,Sauter Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,565.0
DSVF1751060016,04.07.21,Ti Group,Ti Automotive Fuldabruck Gm,Automotive,"Charleston, Sc",Stadersand,Germany,122.0
DSVF1751060014,04.07.21,Ti Group,Paul Bippus Gmbh & Co,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,307.0
DSVF1751060012,04.07.21,Ti Group,Ti Poland Sp Z O O,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,2477.0
DSVF1751060010,04.07.21,Ti Group,Variance Technologies Wedo,Automotive,"Charleston, Sc",Stadersand,Germany,330.0
DSVF1751050043,02.07.21,Ti Group,Cohline Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,160.0
DSVF1751050053,02.07.21,Ti Group,Eska Automotive Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,112.0
DSVF1751060006,02.07.21,Ti Group,Ti Automotive Systems Germany Gmbh,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,200.0
DSVF1751050052,02.07.21,Ti Group,Paul Bippus Gmbh & Co,Automotive,"Charleston, Sc",Stadersand,Germany,230.0
DSVF1751060001,02.07.21,Ti Group,Ti Poland Sp Z O O,Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1706.0
DSVF1751060003,02.07.21,Ti Group,Tdk Sensors Ag & Co,Automotive,"Charleston, Sc",Stadersand,Germany,136.0
DSVF1751050051,02.07.21,Ti Group,Lisi Automotive,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,508.0
DSVF1751050031,02.07.21,Ti Group,Hidro Rubber Iberica S A,Automotive,"Charleston, Sc",Stadersand,Germany,570.0
DSVF1751050050,02.07.21,Ti Group,Ti Automotive Fuldabruck Gm,Automotive,"Charleston, Sc",Stadersand,Germany,118.0
DSVF1751050049,02.07.21,Ti Group,Eska Automotive Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,194.0
DSVF1751050042,02.07.21,Ti Group,Ti Poland Sp Z O O,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1254.0
DSVF1751050036,02.07.21,Ti Group,Hidro Rubber Iberica S A,Automotive,"Charleston, Sc",Stadersand,Germany,380.0
DSVF1751050041,02.07.21,Ti Group,Tdk Sensors Ag & Co,Automotive,"Charleston, Sc",Stadersand,Germany,130.0
DSVF1751050045,02.07.21,Ti Group,Tdk Sensors Ag & Co,Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,316.0
DSVF1751050040,02.07.21,Ti Group,Vitesco Technologies Gmbh,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,942.0
DSVF1751050046,02.07.21,Ti Group,Moulages Industriels Du Haut Bugey,Automotive,"Charleston, Sc",Stadersand,Germany,362.0
DSVF1751060007,02.07.21,Ti Group,Cohline Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,482.0
DSVF1751050038,02.07.21,Ti Group,Ti Automotive,Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,4373.0
SINOTH21050569,02.07.21,Ti Group,Bridgestone Ncr Co Ltd,Air Conditioning Hose Delivery Group Automotive Systems West Ursula Avenue Plant Mcallen Usa Sarai Abasolo,"Houston, Tx",Yantian,Thailand,3144.0
DSVF1751050037,02.07.21,Ti Group,Ti Automotive,Automotive,"Charleston, Sc",Stadersand,Germany,526.0
DSVF1751050044,02.07.21,Ti Group,Vallotech Sa,Automotive,"Charleston, Sc",Stadersand,Germany,118.0
DSVF1751060002,02.07.21,Ti Group,Lisi Automotive,Automotive,"Charleston, Sc",Stadersand,Germany,499.0
DSVFBC80000701,30.06.21,Mcallen 6C4,Ti Group,Auto,"Houston, Tx",Barcelona,Spain,5750.0
DMALBUHA03268,29.06.21,Ti Group,Vitesco Technologies Romania Srl,Fuel Supply Units,"Miami, Fl",Gioia Tauro,Norway,2160.0
DMALBUHA03269,29.06.21,Ti Group,Vitesco Technologies Romania Srl,Fuel Supply Units,"Miami, Fl",Gioia Tauro,Norway,5621.0
AMIGL210244796A,28.06.21,Michael Hill Ca Ti Group,Chippenhook Corp,Display Stand Mdf,"Tacoma, Wa",Yantian,China,550.0
OOLU267037177001,25.06.21,Bmw Ag Werk,Ti Group,Fuel Level Gauge,"Houston, Tx",Tampico,Mexico,2223.0
HLCUME3210609036,25.06.21,Ford Espa A Sl,Ti Group,Autoparts,"Houston, Tx",Tampico,Mexico,2663.0
CHSLSEL2106105,24.06.21,Ti Group,Dong Il Technology Ltd,Noise Rfi Filter,"Long Beach, Ca",Pusan,Republic Of Korea,1153.0
CHSL356904696BKK,22.06.21,Ti Group,Bridgestone Ncr Co Ltd,Cfs Cfs Pallet Air Conditioning Hosenw,"Long Beach, Ca",Laem Chabang,Thailand,852.0
ASCLABSMCA210523,22.06.21,Ti Group,Ti Automotive Ltd,Plastic Tube,"Houston, Tx",Pusan,Republic Of Korea,6210.0
NEDFNGOBAE30364,20.06.21,Ti Group,Nippon Stud Welding Co Ltd,Granules Iron Steel,"Tacoma, Wa",Tokyo,Japan,396.0
DMALBUHA03205,20.06.21,Ti Group,Vitesco Technologies Romania Srl,Fuel Supply Units,"Miami, Fl",Gioia Tauro,Romania,5260.0
DMALBUHA03247,20.06.21,Ti Group,Vitesco Technologies Romania Srl,Fuel Supply Units,"Miami, Fl",Gioia Tauro,Norway,5717.0
DMALBUHA03204,20.06.21,Ti Group,Vitesco Technologies Romania Srl,Fuel Supply Units,"Miami, Fl",Gioia Tauro,Norway,2182.0
ASCLABSMCA210507,16.06.21,Ti Group,Ti Automotive Ltd,Colddrawn Coldrolled Coldreduced,"Houston, Tx",Pusan,Republic Of Korea,5050.0
ASCLABSMCA210509,16.06.21,Ti Group,Ti Automotive Ltd,Plastic Tube,"Houston, Tx",Pusan,Republic Of Korea,7333.0
ASCLABSMCA210508,16.06.21,Ti Group,Ti Automotive Ltd,Plastic Tube,"Houston, Tx",Pusan,Republic Of Korea,6213.0
DSVFTY78000109,15.06.21,Ti Group,Ti Automotive Japan Gunma Ltd,Armature Ass,"Los Angeles, Ca",Tokyo,Japan,1633.0
DSVFTY78000106,15.06.21,Ti Group,Ti Automotive Japan Gunma Ltd,Armature Ass,"Los Angeles, Ca",Tokyo,Japan,2111.0
MXPD2105US03115,15.06.21,Ti Group,Hanil Tube Corp,Vacuum Tube Motor Vehicles,"Los Angeles, Ca",Pusan,Republic Of Korea,283.0
ASCLABSMCA210528,14.06.21,Ti Group,Ti Automotive Ltd,Colddrawn Coldrolled Coldreduced,"Long Beach, Ca",Pusan,Republic Of Korea,3030.0
